age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
18.0,Private,57529.375,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,14344,0,37.5,United-States,>50K
18.0,Self-emp-inc,51286.0,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,6418,0,37.5,United-States,>50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,37.5,Philippines,<=50K
18.0,Federal-gov,40909.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Separated,Exec-managerial,Own-child,Black,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Assoc-acdm,12,Divorced,Transport-moving,Unmarried,White,Female,0,0,32.5,United-States,<=50K
18.0,State-gov,57529.375,Some-college,10,Married-civ-spouse,Protective-serv,Own-child,Black,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Masters,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,35.0,Outlying-US(Guam-USVI-etc),<=50K
18.0,Local-gov,57529.375,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Masters,14,Divorced,Other-service,Not-in-family,White,Female,0,0,37.5,United-States,>50K
18.0,Private,41411.0,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,1974,32.5,United-States,<=50K
18.0,Private,57529.375,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,1564,37.5,United-States,>50K
18.0,Self-emp-not-inc,57529.375,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1902,37.5,United-States,>50K
18.0,Private,57529.375,11th,7,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,1628,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,2829,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Local-gov,57529.375,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Local-gov,57529.375,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Federal-gov,57529.375,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,12th,8,Widowed,Adm-clerical,Unmarried,White,Female,0,0,37.0,Mexico,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37.5,Mexico,<=50K
18.0,Private,57529.375,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,1590,37.5,United-States,<=50K
18.0,Private,57529.375,12th,8,Never-married,Prof-specialty,Own-child,Black,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35.0,United-States,<=50K
18.0,State-gov,57529.375,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,3456,0,37.5,Canada,<=50K
18.0,State-gov,57529.375,Doctorate,16,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,32.5,United-States,>50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Self-emp-not-inc,57529.375,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,55912.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Separated,Transport-moving,Not-in-family,Black,Female,0,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,37.0,United-States,<=50K
18.0,Private,57529.375,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,State-gov,57529.375,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,28367.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,36.0,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Prof-specialty,Own-child,Black,Male,0,0,32.5,Jamaica,<=50K
18.0,Private,57529.375,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,32.5,United-States,<=50K
18.0,Local-gov,57529.375,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,State-gov,57529.375,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,35.0,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,32.5,Japan,<=50K
18.0,State-gov,57529.375,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,State-gov,57529.375,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,38603.0,7th-8th,4,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1848,37.5,United-States,>50K
18.0,Local-gov,57529.375,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Local-gov,57529.375,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,Black,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,State-gov,57529.375,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Local-gov,49296.0,Some-college,10,Married-spouse-absent,Prof-specialty,Own-child,Black,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,4101,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,37.5,England,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35.0,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,11th,7,Never-married,Sales,Own-child,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,35.0,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Self-emp-inc,57529.375,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,37.5,United-States,>50K
18.0,Private,57529.375,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,7430,0,37.5,United-States,>50K
18.0,Private,57529.375,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,36.0,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,36.0,Peru,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,35.0,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,37.5,Mexico,<=50K
18.0,Private,32454.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Federal-gov,57529.375,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37.0,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
18.0,Self-emp-inc,57529.375,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Local-gov,57529.375,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,32.5,Canada,<=50K
18.0,Private,32528.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,10th,6,Never-married,Transport-moving,Own-child,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Federal-gov,57529.375,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,9th,5,Divorced,Other-service,Own-child,White,Female,0,0,35.0,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,37.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Never-married,Sales,Unmarried,Black,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Local-gov,33114.0,11th,7,Divorced,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,50490.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,12th,8,Never-married,Sales,Own-child,White,Female,0,0,32.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,Bachelors,13,Widowed,Sales,Unmarried,White,Male,0,0,37.5,United-States,<=50K
18.0,Local-gov,57529.375,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,10605,0,37.5,United-States,>50K
18.0,Private,57529.375,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35.0,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,32.5,United-States,<=50K
18.0,Self-emp-inc,57529.375,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,48520.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,37.5,United-States,>50K
18.0,Private,57529.375,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,37.5,Mexico,<=50K
18.0,Private,57529.375,12th,8,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,37.5,United-States,<=50K
18.0,Federal-gov,44807.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,40666.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,Italy,<=50K
18.0,Private,57529.375,9th,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Local-gov,57529.375,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,37.5,United-States,>50K
18.0,Self-emp-not-inc,39986.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1740,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Divorced,Tech-support,Unmarried,Black,Female,0,0,35.0,United-States,<=50K
18.0,Private,57529.375,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Assoc-acdm,12,Never-married,Exec-managerial,Other-relative,White,Female,0,0,37.5,United-States,<=50K
18.0,State-gov,57529.375,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,32.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,36876.0,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Divorced,Other-service,Unmarried,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,37.5,United-States,<=50K
18.0,Self-emp-inc,57529.375,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,37.5,Italy,>50K
18.0,Private,57529.375,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,32.5,India,<=50K
18.0,Local-gov,57529.375,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,32.5,United-States,<=50K
18.0,Local-gov,57529.375,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,37.5,United-States,>50K
18.0,Local-gov,57529.375,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,37.5,Haiti,<=50K
18.0,Private,54861.0,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,32.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,32.5,United-States,<=50K
18.0,Private,27539.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,37.5,Iran,<=50K
18.0,Private,57529.375,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,37.5,United-States,<=50K
18.0,Self-emp-inc,57529.375,12th,8,Never-married,Farming-fishing,Own-child,White,Male,0,0,32.5,United-States,<=50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,37.5,United-States,>50K
18.0,Private,57529.375,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,11th,7,Never-married,Other-service,Unmarried,Black,Female,0,0,37.5,United-States,<=50K
18.0,Self-emp-not-inc,57529.375,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,53147.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,37.0,United-States,<=50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3818,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Self-emp-not-inc,57529.375,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,37.5,United-States,>50K
18.0,Private,57529.375,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Assoc-voc,11,Never-married,Other-service,Unmarried,White,Female,0,0,32.5,United-States,<=50K
18.0,Federal-gov,35136.0,11th,7,Never-married,Other-service,Other-relative,Black,Male,0,0,37.5,United-States,<=50K
18.0,Private,57529.375,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,32.5,United-States,<=50K
